Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	URL	Matchbegin corpus position	Matchend corpus position
389	18035722	v ) Syros , Syra , ist von hohen Bergen	durchschnitten	, mit tiefen Thäler » und geringen Ebenen^ liefert etwas	v_ADJA )_$( Syros_NE ,_$, Syra_NE ,_$, ist_VAFIN von_APPR hohen_ADJA Bergen_NN	durchschnitten_VVPP	,_$, mit_APPR tiefen_ADJA Thäler_NN »_$( und_KON geringen_ADJA Ebenen^_NN liefert_VVFIN etwas_PIAT	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=388	73838316	73838316
390	18035722	, in's Kaspische Meer mündet ) , von einem Kanale	durchschnitten	, der den auf der Ostseite fließenden Wolga-Arm Kutum mit	,_$, in's_VVFIN Kaspische_ADJA Meer_NN mündet_VVFIN )_$( ,_$, von_APPR einem_ART Kanale_NN	durchschnitten_VVPP	,_$, der_PRELS den_ART auf_APPR der_ART Ostseite_NN fließenden_ADJA Wolga-Arm_NN Kutum_NN mit_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=389	73844897	73844897
391	18035722	dem Ü luk-Lag , Alginskoi-chrebet ( Dalai-Kamtschat der Kirgisen )	durchschnitten	wird ; doch ist diese Fortsetzung des Altai keine ordentliche	dem_ART Ü_NN luk-Lag_ADJD ,_$, Alginskoi-chrebet_NE (_$( Dalai-Kamtschat_VVFIN der_ART Kirgisen_NN )_$(	durchschnitten_VVPP	wird_VAFIN ;_$. doch_ADV ist_VAFIN diese_PDAT Fortsetzung_NN des_ART Altai_NN keine_PIAT ordentliche_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=390	73845801	73845801
392	18035722	Orenburg und Wjätka , vom Uralgebirge von N. nach S.	durchschnitten	und daher meistens bergig , wo Mineralien ( besonders ^old	Orenburg_NN und_KON Wjätka_NE ,_$, vom_APPRART Uralgebirge_NN von_APPR N._NE nach_APPR S._NE	durchschnitten_VVPP	und_KON daher_PAV meistens_ADV bergig_ADJD ,_$, wo_PWAV Mineralien_NN (_$( besonders_ADV ^old_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=391	73846833	73846833
393	18035722	einer hohen Bergkette Ambelona genannt , in ihrer ganzen Länge	durchschnitten	, doch fruchtbar , wo herrlicher Muskatwcin wächst . Auch	einer_ART hohen_ADJA Bergkette_NN Ambelona_NE genannt_VVPP ,_$, in_APPR ihrer_PPOSAT ganzen_ADJA Länge_NN	durchschnitten_VVPP	,_$, doch_ADV fruchtbar_ADJD ,_$, wo_PWAV herrlicher_ADJA Muskatwcin_NE wächst_VVFIN ._$. Auch_ADV	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=392	73859272	73859272
394	18035722	Hauptst . in einer Niederung , welche von mehreren Gießbächcn	durchschnitten	wird , die sich von dem Flusse Mahutte absondern ,	Hauptst_NN ._$. in_APPR einer_ART Niederung_NN ,_$, welche_PRELS von_APPR mehreren_PIAT Gießbächcn_NE	durchschnitten_VVPP	wird_VAFIN ,_$, die_PRELS sich_PRF von_APPR dem_ART Flusse_NN Mahutte_ADJD absondern_VVINF ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=393	73883234	73883234
395	18035722	wurde . Paai-Mew oder Promc , St. , von Kanälen	durchschnitten	, mit 40,000 ( nach Balbi jetzt mit 10,000 )	wurde_VAFIN ._$. Paai-Mew_NE oder_KON Promc_NE ,_$, St._NE ,_$, von_APPR Kanälen_NN	durchschnitten_VVPP	,_$, mit_APPR 40,000_CARD (_$( nach_APPR Balbi_NE jetzt_ADV mit_APPR 10,000_CARD )_$(	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=394	73885352	73885352
396	18035722	, vormals die Hauptstadt , von vielen Kanälen des Menam	durchschnitten	, daher sie das Ansehen einer Insel hat und mit	,_$, vormals_ADV die_ART Hauptstadt_NN ,_$, von_APPR vielen_PIAT Kanälen_NN des_ART Menam_NN	durchschnitten_VVPP	,_$, daher_PAV sie_PPER das_ART Ansehen_NN einer_ART Insel_NN hat_VAFIN und_KON mit_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=395	73886006	73886006
397	18035722	ein . Die Umgegend ist von mehr als 1000 Kanälen	durchschnitten	, die sich nach allen Seiten verbreiten und mit Fruchlbäumen	ein_PTKVZ ._$. Die_ART Umgegend_NN ist_VAFIN von_APPR mehr_ADV als_KOKOM 1000_CARD Kanälen_NN	durchschnitten_VVPP	,_$, die_PRELS sich_PRF nach_APPR allen_PIAT Seiten_NN verbreiten_VVINF und_KON mit_APPR Fruchlbäumen_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=396	73886140	73886140
398	18035722	in Nord-Anam , welches von einer großen Menge von Kanälen	durchschnitten	ist , und wo der Landbau , der vorzüglich in	in_APPR Nord-Anam_NN ,_$, welches_PRELS von_APPR einer_ART großen_ADJA Menge_NN von_APPR Kanälen_NN	durchschnitten_VVPP	ist_VAFIN ,_$, und_KON wo_PWAV der_ART Landbau_NN ,_$, der_PRELS vorzüglich_ADJD in_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=397	73886541	73886541
399	18035722	Innere des Landes ist größlentheilS von hohen und steilen Gebirgen	durchschnitten	, und diese sind mit dichten Waldungen und Gebüschen bewachsen	Innere_NN des_ART Landes_NN ist_VAFIN größlentheilS_ADV von_APPR hohen_ADJA und_KON steilen_ADJA Gebirgen_NN	durchschnitten_VVPP	,_$, und_KON diese_PDS sind_VAFIN mit_APPR dichten_ADJA Waldungen_NN und_KON Gebüschen_NN bewachsen_VVINF	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=398	73888104	73888104
400	18035722	Seidenweberei . Lscha-pu , ansehnliche Stadt , von vielen Kanälen	durchschnitten	, hat einen Hafen , von wo der kaiserliche Handel	Seidenweberei_NN ._$. Lscha-pu_NE ,_$, ansehnliche_ADJA Stadt_NN ,_$, von_APPR vielen_PIAT Kanälen_NN	durchschnitten_VVPP	,_$, hat_VAFIN einen_ART Hafen_NN ,_$, von_APPR wo_PWAV der_ART kaiserliche_ADJA Handel_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=399	73898749	73898749
401	18035722	Einw. Jün-nan-fu , Hauptstadt am See Tien , von Kanälen	durchschnitten	, groß und blühend durch Handel und Gewerbe . Jung-	Einw._NN Jün-nan-fu_NN ,_$, Hauptstadt_NN am_APPRART See_NN Tien_NE ,_$, von_APPR Kanälen_NN	durchschnitten_VVPP	,_$, groß_ADJD und_KON blühend_ADJD durch_APPR Handel_NN und_KON Gewerbe_NN ._$. Jung-_TRUNC	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=400	73899647	73899647
402	18035722	ist schroff und felsig , die Südküste von schönen Buchten	durchschnitten	und die Rordwcstküste niedrig . Der Boden ist im Ganzen	ist_VAFIN schroff_ADJD und_KON felsig_ADJD ,_$, die_ART Südküste_NN von_APPR schönen_ADJA Buchten_NN	durchschnitten_VVPP	und_KON die_ART Rordwcstküste_NN niedrig_ADJD ._$. Der_ART Boden_NN ist_VAFIN im_APPRART Ganzen_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=401	73900495	73900495
403	18035722	nicht in flachen Ebenen , sondern sie werden von Bergen	durchschnitten	. Stellenweise gibt es an den Flüssen gutes Land ,	nicht_PTKNEG in_APPR flachen_ADJA Ebenen_NN ,_$, sondern_KON sie_PPER werden_VAFIN von_APPR Bergen_NN	durchschnitten_VVPP	._$. Stellenweise_ADJD gibt_VVFIN es_PPER an_APPR den_ART Flüssen_NN gutes_ADJA Land_NN ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=402	73901802	73901802
404	18035722	und volkreiche St. an einem Meerbusen , ist von Kanälen	durchschnitten	und liefert besonders vortreffliches Porzellan . Rangasacki , eine der	und_KON volkreiche_ADJA St._NN an_APPR einem_ART Meerbusen_NN ,_$, ist_VAFIN von_APPR Kanälen_NN	durchschnitten_VVPP	und_KON liefert_VVFIN besonders_ADV vortreffliches_ADJA Porzellan_NN ._$. Rangasacki_NE ,_$, eine_ART der_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=403	73907610	73907610
405	18035722	, das aus rauhen Fclsmassen besteht und von vielen Querthälern	durchschnitten	ist , durch welche man vom -um Rothen Meere gelangen	,_$, das_PRELS aus_APPR rauhen_ADJA Fclsmassen_NN besteht_VVFIN und_KON von_APPR vielen_PIAT Querthälern_NN	durchschnitten_VVPP	ist_VAFIN ,_$, durch_APPR welche_PRELS man_PIS vom_APPRART -um_NN Rothen_NE Meere_NN gelangen_VVINF	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=404	73909681	73909681
406	18035722	die neue Stadt von 2 ziemlich breiten , schnurgeraden Straßen	durchschnitten	wird , und allein den bewohnten Theil von Ora »	die_ART neue_ADJA Stadt_NN von_APPR 2_CARD ziemlich_ADV breiten_ADJA ,_$, schnurgeraden_ADJA Straßen_NN	durchschnitten_VVPP	wird_VAFIN ,_$, und_KON allein_ADV den_ART bewohnten_ADJA Theil_NN von_APPR Ora_NN »_$(	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=405	73916697	73916697
407	18035722	gleichfalls von Foulas bewohnte Land Jrankä , von hohen Gebirgen	durchschnitten	, worunter das Lantegue-Gebirge . Der Haupt- reichthum der Einwohner	gleichfalls_ADV von_APPR Foulas_NE bewohnte_ADJA Land_NN Jrankä_NE ,_$, von_APPR hohen_ADJA Gebirgen_NN	durchschnitten_VVPP	,_$, worunter_PWAV das_ART Lantegue-Gebirge_NN ._$. Der_ART Haupt-_TRUNC reichthum_NN der_ART Einwohner_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=406	73930961	73930961
408	18035722	; 2 ) Kissi , Gebirgssand und von unzähligen Bächen	durchschnitten	; 31 nördlich von Kuranko liegt Sulimana ( bei Laing	;_$. 2_CARD )_$( Kissi_NE ,_$, Gebirgssand_NN und_KON von_APPR unzähligen_ADJA Bächen_NN	durchschnitten_VVPP	;_$. 31_CARD nördlich_ADJD von_APPR Kuranko_NE liegt_VVFIN Sulimana_NE (_$( bei_APPR Laing_NE	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=407	73931669	73931669
409	18035722	, ist unbekannt . Die Küsten sind von vielen Flüssen	durchschnitten	, wovon man bloß die Mündungen kennt : als der	,_$, ist_VAFIN unbekannt_ADJD ._$. Die_ART Küsten_NN sind_VAFIN von_APPR vielen_PIAT Flüssen_NN	durchschnitten_VVPP	,_$, wovon_PWAV man_PIS bloß_ADJD die_ART Mündungen_NN kennt_VVFIN :_$. als_KOUS der_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=408	73932362	73932362
410	18035722	Boden ist an der Küste flach , von unzähligen Gewässern	durchschnitten	und sumpfig ; gegen O. erhebt er sich allmälig in	Boden_NN ist_VAFIN an_APPR der_ART Küste_NN flach_ADJD ,_$, von_APPR unzähligen_ADJA Gewässern_NN	durchschnitten_VVPP	und_KON sumpfig_ADJD ;_$. gegen_APPR O._NE erhebt_VVFIN er_PPER sich_PRF allmälig_ADJD in_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=409	73934989	73934989
411	18035722	mit einem gemäßigten Himmelsstriche und in mehreren Gegenden von Gebirgen	durchschnitten	. Dieser Theil des Binnenlandes enthält die Quellen deS Coango	mit_APPR einem_ART gemäßigten_ADJA Himmelsstriche_NN und_KON in_APPR mehreren_PIAT Gegenden_NN von_APPR Gebirgen_NN	durchschnitten_VVPP	._$. Dieser_PDAT Theil_NN des_ART Binnenlandes_NN enthält_VVFIN die_ART Quellen_NN deS_ADJA Coango_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=410	73936836	73936836
412	18035722	im Innern von einem hohen Gebirge von S- gegen N.	durchschnitten	wird , welches daS westliche Grönland von dem östlichen trennt	im_APPRART Innern_NN von_APPR einem_ART hohen_ADJA Gebirge_NN von_APPR S-_TRUNC gegen_APPR N._NE	durchschnitten_VVPP	wird_VAFIN ,_$, welches_PWAT daS_ADJA westliche_ADJA Grönland_NE von_APPR dem_ART östlichen_ADJA trennt_VVFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=411	73950540	73950540
413	18035722	weit seewätts laufenden Sandbänken umgeben , von Einfahrten salzigen Wassers	durchschnitten	und durch weite Ausflüsse getrennt sind . Man fand hier	weit_ADJD seewätts_ADJD laufenden_ADJA Sandbänken_NN umgeben_VVPP ,_$, von_APPR Einfahrten_NN salzigen_ADJA Wassers_NN	durchschnitten_VVPP	und_KON durch_APPR weite_ADJA Ausflüsse_NN getrennt_VVPP sind_VAFIN ._$. Man_PIS fand_VVFIN hier_ADV	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=412	73953735	73953735
414	18035722	West-Caledonia erhalten hat , wird so von Seen und Flüssen	durchschnitten	, daß H der Oberfläche mit Wasser bedeckt ist .	West-Caledonia_NE erhalten_VVPP hat_VAFIN ,_$, wird_VAFIN so_ADV von_APPR Seen_NN und_KON Flüssen_NN	durchschnitten_VVPP	,_$, daß_KOUS H_NN der_ART Oberfläche_NN mit_APPR Wasser_NN bedeckt_VVPP ist_VAFIN ._$.	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=413	73955947	73955947
415	18035722	die 1829 zusammen eine Länge von 123 M. halten )	durchschnitten	ist , welche auf die Vermehrung des Handels , Wohlstandes	die_ART 1829_CARD zusammen_ADV eine_ART Länge_NN von_APPR 123_CARD M._NE halten_VVINF )_$(	durchschnitten_VVPP	ist_VAFIN ,_$, welche_PRELS auf_APPR die_ART Vermehrung_NN des_ART Handels_NN ,_$, Wohlstandes_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=414	73970359	73970359
416	18035722	Land ist eine große Ebene , welche von 2 Hügelketten	durchschnitten	wird , die unweit des Zliinoieflusscs nördlich Und nordöstlich sich	Land_NN ist_VAFIN eine_ART große_ADJA Ebene_NN ,_$, welche_PRELS von_APPR 2_CARD Hügelketten_NN	durchschnitten_VVPP	wird_VAFIN ,_$, die_PRELS unweit_APPR des_ART Zliinoieflusscs_NE nördlich_ADJD Und_KON nordöstlich_APPR sich_PRF	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=415	73981602	73981602
417	18035722	seyn mögen . Michigan - wird von einem breiten Bergrücken	durchschnitten	, welcher , aus Jndiana eintretend , die Mitte und	seyn_NE mögen_VMFIN ._$. Michigan_NE -_$( wird_VAFIN von_APPR einem_ART breiten_ADJA Bergrücken_NN	durchschnitten_VVPP	,_$, welcher_PWS ,_$, aus_APPR Jndiana_NE eintretend_ADJD ,_$, die_ART Mitte_NN und_KON	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=416	73982473	73982473
418	18035722	Savannen , wird nur hier und da von einigen Landrücken	durchschnitten	und hat ein gemäßigtes , gesundes Klima und in den	Savannen_NN ,_$, wird_VAFIN nur_ADV hier_ADV und_KON da_ADV von_APPR einigen_PIAT Landrücken_NN	durchschnitten_VVPP	und_KON hat_VAFIN ein_ART gemäßigtes_ADJA ,_$, gesundes_ADJA Klima_NN und_KON in_APPR den_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=417	73984621	73984621
419	18035722	, die von ho- Hern oder niedern Bergen umgeben oder	durchschnitten	sind . Querctaro , Hauptstadt , 6070 Fuß hoch gelegen	,_$, die_PRELS von_APPR ho-_TRUNC Hern_NN oder_KON niedern_NN Bergen_NN umgeben_VVPP oder_KON	durchschnitten_VVPP	sind_VAFIN ._$. Querctaro_NN ,_$, Hauptstadt_NN ,_$, 6070_CARD Fuß_NN hoch_ADJD gelegen_VVPP	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=418	73990758	73990758
420	18035722	Lage in einem tiefen Bcrgkessel und wird von großen Schluchten	durchschnitten	. 15. Das Departement Vera-Cruz , 1005 Q. Meilen groß	Lage_NN in_APPR einem_ART tiefen_ADJA Bcrgkessel_NN und_KON wird_VAFIN von_APPR großen_ADJA Schluchten_NN	durchschnitten_VVPP	._$. 15._ADJA Das_ART Departement_NN Vera-Cruz_NE ,_$, 1005_CARD Q._NE Meilen_NN groß_ADJD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=419	73993160	73993160
421	18035722	großen Kalifornischen Meerbusen und wird von einer Kette von Gebirgen	durchschnitten	. DaS Land ist fast gar nicht angebaut , aber	großen_ADJA Kalifornischen_ADJA Meerbusen_NN und_KON wird_VAFIN von_APPR einer_ART Kette_NN von_APPR Gebirgen_NN	durchschnitten_VVPP	._$. DaS_ART Land_NN ist_VAFIN fast_ADV gar_ADV nicht_PTKNEG angebaut_VVPP ,_$, aber_ADV	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=420	73995242	73995242
422	18035722	Waldung bedeckten Bergkette , von O. nach W. laufend ,	durchschnitten	, deren hohe Gipfel in weiter Entfernung auf dem Meere	Waldung_NN bedeckten_ADJA Bergkette_NN ,_$, von_APPR O._NE nach_APPR W._NE laufend_ADJD ,_$,	durchschnitten_VVPP	,_$, deren_PRELAT hohe_ADJA Gipfel_NN in_APPR weiter_ADJA Entfernung_NN auf_APPR dem_ART Meere_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=421	74002953	74002953
423	18035722	in allen Richtungen von mehr oder weniger beträchtlichen schiffbaren Flüssen	durchschnitten	. Die vornehmsten Flüsse sind : 1 ) der Orinoco	in_APPR allen_PIAT Richtungen_NN von_APPR mehr_PIAT oder_KON weniger_ADV beträchtlichen_ADJA schiffbaren_ADJA Flüssen_NN	durchschnitten_VVPP	._$. Die_ART vornehmsten_ADJA Flüsse_NN sind_VAFIN :_$. 1_CARD )_$( der_ART Orinoco_NE	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=422	74008382	74008382
424	18035722	endlich immer seltener werden und zuletzt Ebenen von ssolirten Höhen	durchschnitten	bilden , so daß da , wo die Landenge ihre	endlich_ADV immer_ADV seltener_ADJD werden_VAFIN und_KON zuletzt_ADV Ebenen_NN von_APPR ssolirten_NN Höhen_NN	durchschnitten_VVPP	bilden_VVINF ,_$, so_ADV daß_KOUS da_ADV ,_$, wo_PWAV die_ART Landenge_NN ihre_PPOSAT	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=423	74010043	74010043
425	18035722	gegen Cauca und die Sierra de Saliia MartN gehören ,	durchschnitten	. Hier ist auch der Sce von Zapatosa . Carta-	gegen_APPR Cauca_NE und_KON die_ART Sierra_NN de_NE Saliia_NE MartN_NE gehören_VVFIN ,_$,	durchschnitten_VVPP	._$. Hier_ADV ist_VAFIN auch_ADV der_ART Sce_NN von_APPR Zapatosa_NE ._$. Carta-_TRUNC	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=424	74014165	74014165
426	18035722	sich bilden Nachdem der obere Maranon oder Tunguragua die Emdilleren	durchschnitten	hat , indem er daselbst viele Wasserfalle oder P ongvs	sich_PRF bilden_VVFIN Nachdem_KOUS der_ART obere_ADJA Maranon_NE oder_KON Tunguragua_NE die_ART Emdilleren_NN	durchschnitten_VVPP	hat_VAFIN ,_$, indem_KOUS er_PPER daselbst_ADV viele_PIAT Wasserfalle_NN oder_KON P_NN ongvs_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=425	74016147	74016147
427	18035722	am steilen Abfalle der Anden gelegen und unordentlich von Bergketten	durchschnitten	, wenige Flüsse enthält , Pflanzenboden nur in geringer Menge	am_APPRART steilen_ADJA Abfalle_NN der_ART Anden_NE gelegen_VVPP und_KON unordentlich_ADJD von_APPR Bergketten_NN	durchschnitten_VVPP	,_$, wenige_PIAT Flüsse_NN enthält_VVFIN ,_$, Pflanzenboden_NN nur_ADV in_APPR geringer_ADJA Menge_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=426	74020601	74020601
428	18035722	sich , nachdem er das große nach ibm benannte Längenthal	durchschnitten	hat , in dem salzhaltigen Boden der zum Departement Oruro	sich_PRF ,_$, nachdem_KOUS er_PPER das_ART große_ADJA nach_APPR ibm_NE benannte_VVFIN Längenthal_NE	durchschnitten_VVPP	hat_VAFIN ,_$, in_APPR dem_ART salzhaltigen_ADJA Boden_NN der_ART zum_APPRART Departement_NN Oruro_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=427	74024864	74024864
429	18035722	leben . Das Land ist von zahlreichen Bergen und Hügeln	durchschnitten	, welche alle von geringer Höhe sind , und trefflich	leben_VVINF ._$. Das_ART Land_NN ist_VAFIN von_APPR zahlreichen_ADJA Bergen_NN und_KON Hügeln_NN	durchschnitten_VVPP	,_$, welche_PRELS alle_PIS von_APPR geringer_ADJA Höhe_NN sind_VAFIN ,_$, und_KON trefflich_ADJD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=428	74031483	74031483
430	18035722	ist an der Küste niedrig , landeinwärts von mehren Gebirgsrcihen	durchschnitten	. Der untere Theil des großen S. Fra litt sco-Flusses	ist_VAFIN an_APPR der_ART Küste_NN niedrig_ADJD ,_$, landeinwärts_ADV von_NE mehren_VVFIN Gebirgsrcihen_NN	durchschnitten_VVPP	._$. Der_ART untere_ADJA Theil_NN des_ART großen_ADJA S._NE Fra_NE litt_VVFIN sco-Flusses_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=429	74038883	74038883
431	18035722	Gegenden einem reizenden Gar- ! ten , von vielen Kanälen	durchschnitten	und mit zahlreichen Plantagen bedeckt , Hauptgegcnstände der Kultur sind	Gegenden_NN einem_ART reizenden_ADJA Gar-_TRUNC !_$. ten_NE ,_$, von_APPR vielen_PIAT Kanälen_NN	durchschnitten_VVPP	und_KON mit_APPR zahlreichen_ADJA Plantagen_NN bedeckt_VVPP ,_$, Hauptgegcnstände_NN der_ART Kultur_NN sind_VAFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=430	74043959	74043959
432	18035722	am Flusse Demerat« , regelmäßig angelegt und von , Kanälen	durchschnitten	, hat 1150 H. und ( 1829 ) 12,604 ,	am_APPRART Flusse_NN Demerat«_VVFIN ,_$, regelmäßig_ADJD angelegt_VVPP und_KON von_NE ,_$, Kanälen_NN	durchschnitten_VVPP	,_$, hat_VAFIN 1150_CARD H._NE und_KON (_$( 1829_CARD )_$( 12,604_CARD ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=431	74044986	74044986
433	18035722	, am Abhänge zweier Hugei und von einem kleinen Bache	durchschnitten	. Zwei Forts ( Macquarie und Dawes Point ) vertheidigen	,_$, am_APPRART Abhänge_NN zweier_ADJA Hugei_NN und_KON von_APPR einem_ART kleinen_ADJA Bache_NN	durchschnitten_VVPP	._$. Zwei_CARD Forts_NN (_$( Macquarie_NE und_KON Dawes_NE Point_NE )_$( vertheidigen_VVFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=432	74053319	74053319
434	18035722	schönen bewaldeten Hügeln besetzt , von anmuthigen , Pflanzenreichen Thalern	durchschnitten	und Duntzchnte Auflage , 731154 Australien . reich an Bächen	schönen_ADJA bewaldeten_ADJA Hügeln_NN besetzt_VVPP ,_$, von_APPR anmuthigen_ADJA ,_$, Pflanzenreichen_ADJA Thalern_NN	durchschnitten_VVPP	und_KON Duntzchnte_ADJA Auflage_NN ,_$, 731154_CARD Australien_NE ._$. reich_ADJD an_APPR Bächen_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=433	74058356	74058356
